LD,FD,RD,HA,W_L
0.5763898813777333,0.8466923846263752,0.9902704249534982,3.0071,27.2472
0.6442761183364298,0.3849121303043292,0.19187294319645154,0.3617,7.1864
0.43247105902529664,0.5329332761823118,0.5761911575332666,-2.4452,19.4617
0.48563670144347587,0.2921845977996858,0.6846473029045641,-2.3436,-15.8647
0.6847220237244533,0.6763823403343334,0.09371870081556732,-0.4101,-4.0011
0.07160211519222531,0.7039577082440347,0.4887680641007297,-2.4456,65.8183
0.16135486637130197,0.6403771967423917,0.24953498354557158,2.2459,55.5885
0.780620265828212,0.11701671667381058,0.5980827013878951,-1.9384,-43.6942
0.8895240817493211,0.6435205029289899,0.17842323651452274,-1.479,-16.7253
0.7773331427754753,0.36219459922846126,0.6666189726713407,-2.6099,-13.2104
0.09832785479491207,0.945277896842406,0.5813421090284734,-1.293,31.6659
0.5548092039445478,0.4429204172024575,0.9728144226641866,1.923,24.392
0.32328140631699304,0.7678239748535505,0.7083989125769066,1.6267,26.6395
0.06059739888523652,0.5475067866838121,0.375590213192159,1.5705,94.5563
0.20351579248249257,0.3563366195170739,0.8530548004006295,-3.0434,34.6067
0.9997141632128055,0.9802828975567939,0.08255830590928592,2.1718,-32.6058
0.10032871230527368,0.9917131018716958,0.41765631706968087,-2.2661,47.0306
0.5998284979276833,0.9432776110872982,0.4365431392187722,0.5532,8.1929
0.5015006431327713,0.07429632804686387,0.34683073401058795,2.7656,131.4124
0.37787623267114484,0.06943849121303047,0.3881814279582201,1.4028,75.9844
0.6662855509504073,0.9754250607229604,0.14379739590785512,0.6834,2.5203
0.3119908532228098,0.07529647092441777,0.2688510516525968,1.8279,89.2705
0.16478490781763616,0.04414916416630954,0.9649449134353985,-0.2882,-10.9926
0.793911676432757,0.4687812544649235,0.6809271712691372,-2.6088,-7.8637
0.29126768615120774,0.7668238319759966,0.3728716554585777,1.11,22.6636
0.028440760325853964,0.49835690812973293,0.6823579911289168,2.4069,285.2688
0.6296984421895098,0.324332047435348,0.946344255258263,1.2425,22.7315
0.02401029012433903,0.9521360194313473,0.05451423665760474,-2.5738,184.8678
0.38959554094611976,0.6606658094013429,0.9326083846043782,-0.658,13.0058
0.34171787909103907,0.9319902843263324,0.8905422807268564,-2.2593,21.0231
0.8552236672859796,0.5447921131590228,0.7513235083702963,-2.7603,-6.2416
0.49949978562240954,0.9517073867695385,0.388324509944198,-1.7545,-4.4561
0.5426611404887809,0.30518645520788695,0.400629560738303,-0.9154,0.4882
0.8939545519508361,0.7065295042148878,0.3751609672342252,2.5793,-0.9376
0.861512076604259,0.4730675810830119,0.5916440120188868,2.9349,30.462
0.852651136201229,0.6560937276753822,0.38503362426670484,0.2826,9.0613
0.6457053022724024,0.3386198028289757,0.40191729861210457,2.4937,34.2343
0.41875089323996,0.9088441205886555,0.10101588210044354,-2.1111,-57.809
0.9198227811919395,0.016430918702671826,0.07597653455429954,1.6365,333.2331
0.8143490067171646,0.4817831118731248,0.8378881098869653,-1.6422,-0.8422
0.9183935972559669,0.5022146020860123,0.26513092001716976,-0.9986,-2.007
0.45905388023438615,0.7695385055007857,0.3113464014880527,-1.308,-3.4247
0.3728740888952408,0.1684526360908702,0.1455143797395907,-1.0293,-12.7802
0.31013291410604543,0.2391770252893271,0.7589068536271284,-0.7218,0.4286
0.4286122623981707,0.7435347906843834,0.9297467448848189,-0.2691,11.2785
0.08832356724310425,0.8204029147021001,0.37129775361282,2.7255,110.732
0.6284121766471344,0.878125446492356,0.13320932894548565,0.0283,9.9104
0.5968272116621409,0.8766966709529933,0.8404635856345686,2.8559,25.8386
0.7003001286265542,0.20117159594227757,0.31106023751609657,0.3489,15.9043
0.8102043733028441,0.20617231033004718,0.2996136786378595,-1.4501,-12.648
0.8763755895383736,0.07615373624803551,0.6282730004292458,-2.3399,-89.7831
0.6677147348863799,0.004429204172024637,0.8404635856345686,0.04,39.2023
0.6004001715020721,0.6733819117016717,0.06982400915724701,1.9651,-35.561
0.7591825067886238,0.5375053579082727,0.7762197739304622,2.0919,22.9301
0.584679148206374,0.8442634662094586,0.0004292459579338104,3.0349,-9872.6231
0.10690295841074754,0.5636519502786113,0.10816998139934186,0.2885,19.0502
0.713591539231099,0.010287183883411988,0.3675776219773931,-0.3867,-111.6069
0.1413462912676861,0.8876982426060867,0.09400486478752323,1.9412,-23.3678
0.41760754609118184,0.7533933419059866,0.18929746744884812,0.3478,7.2654
0.8882378162069458,0.1887412487498214,0.26012305050794093,1.9615,44.1121
0.08432185222238103,0.9789969995713672,0.785663185005008,-1.5128,39.4637
0.48663713019865656,0.11201600228604086,0.3591357848046931,2.8107,91.9778
0.09361154780620268,0.03800542934704959,0.7696380025754757,-2.6108,-213.4761
0.8522223810204372,0.6548078296899555,0.5849191586779223,0.4231,9.0788
0.1747891953694441,0.26289469924274894,0.11718414651595355,-0.588,-6.0859
0.9494068886665714,0.829547078154022,0.04721705537272852,0.9282,-21.7853
0.8124910676004002,0.32661808829832834,0.5165259693804549,-2.3439,-13.109
0.11161926539945694,0.166309472781826,0.5854914866218344,-0.6252,19.3724
0.7654709161069029,0.9267038148306901,0.06996709114322508,-2.0539,-85.2913
0.5293697298842361,0.26746678096870985,0.4846186865073687,0.5962,17.5142
0.22481063312848365,0.7008144020574367,0.08956932322220634,-0.4162,-4.8868
0.26182649707017297,0.16673810544363482,0.9600801259121476,-1.0871,-10.9839
0.005287980563098482,0.10044292041720254,0.718557733581342,2.2529,1385.8252
0.257967700443047,0.41520217173881985,0.8247245671769925,-0.0549,10.6029
0.61926539945691,0.9739962851835977,0.0018600658177134743,-1.045,-1845.8974
0.6614263255681005,0.8955565080725818,0.9135784804693088,-2.8911,17.3725
0.865513791624982,0.7798256893841977,0.7876663328086995,-1.3452,4.6392
0.010718879519794167,0.38576939562794693,0.5146659035627414,0.0414,22.8954
0.1616407031584965,0.21288755536505216,0.7526112462440979,0.0185,10.6291
0.19379734171787905,0.581083011858837,0.43325225354127905,1.3491,32.9214
0.8107760468772329,0.3019002714673525,0.6590356274145086,-1.5281,-6.2299
0.4038873803058454,0.47949707101014444,0.9338961224781799,1.9106,25.663
0.10933257110190081,0.6319474210601514,0.5355558735155244,2.9741,98.8377
0.34343289981420616,0.6953850550078584,0.8021176133924739,1.8286,27.5917
0.5012148063455766,0.9549935705100729,0.6105308341679783,1.8889,22.5298
0.8540803201372016,0.6029432776110872,0.32608384604378304,0.2,9.258
0.9028154923538658,0.9585655093584797,0.32393761625411355,2.527,-2.4426
0.17564670573102753,0.9707101014430632,0.6510230361997424,-1.3578,22.8415
0.12090896098327858,0.0377196742391771,0.2366576048075547,-2.9601,-245.6542
0.46276975846791485,0.36319474210601516,0.76019459150093,1.2226,21.2191
0.11119051021866516,0.3164737819688526,0.14522821576763478,1.3705,50.4025
0.8855223667285979,0.05315045006429492,0.4388324509944198,-0.7248,-34.1369
0.9122481063312848,0.6730961565937992,0.1638288739447703,1.3222,-2.8839
0.35629555523795914,0.39491355907986864,0.7480326226928029,2.5954,33.9749
0.6397027297413178,0.9788541220174309,0.5398483330948634,0.3018,9.3461
0.33871659282549665,0.03686240891555942,0.8557733581342108,-0.0983,1.5658
0.782192368157782,0.8272610372910416,0.10430676777793668,-2.2365,-59.5483
0.9945691010433042,0.14659237033861988,0.7361568178566318,3.1042,79.1783
0.505788194940689,0.9994284897842549,0.4777507511804263,-2.9242,-9.6719
0.7231670716021152,0.7559651378768397,0.6146802117613392,-2.2559,-1.695
0.8439331141917965,0.5240748678382627,0.1908713692946058,-1.7031,-18.8056
0.6918679434043162,0.7449635662237462,0.7932465302618401,0.8778,14.3882
0.9196798627983422,0.3227603943420489,0.2592645585920732,2.7678,-7.121
0.607546091181935,0.397199599942849,0.8838174273858921,-2.3583,-9.0795
0.9498356438473632,0.6398056865266466,0.690084418371727,-2.9743,-4.8812
0.0976132628269259,0.4154879268466924,0.08584919158677917,-1.4376,-44.2844
0.4822066599971416,0.2621803114730676,0.41765631706968087,1.8903,33.7361
0.4586251250535945,0.13516216602371772,0.0399198740878523,0.6984,-18.1721
0.5868229241103331,0.06358051150164318,0.13607096866504498,-1.9876,-91.6718
0.7373159925682435,0.24360622946135174,0.9529260266132493,-3.0684,-30.7503
0.7970558810918966,0.5566509501357337,0.3159250250393475,2.8159,-4.2526
0.09089609832785478,0.841977425346478,0.871798540563743,0.6579,33.8424
0.9221094754894956,0.9258465495070725,0.9240234654457002,-2.901,15.3785
0.9326854366156925,0.27618231175882274,0.7537559021319216,1.935,33.0729
0.7446048306417035,0.29047006715245033,0.9852625554442695,-1.1859,-3.0371
0.2924110332999858,0.48849835690812976,0.1884389755329804,-0.7367,-2.4704
0.656710018579391,0.9488498356908128,0.3711546716268421,-0.4779,6.0636
0.5020723167071601,0.018145449349907194,0.9144369723851766,1.4015,261.478
0.5386594254680577,0.864123446206601,0.2924595793389613,-2.6033,-18.7262
0.5216521366299844,0.6335190741534507,0.8134210902847332,-1.096,13.6772
0.19008146348435045,0.9609944277753966,0.5166690513664329,-1.4227,22.4482
0.5209375446619979,0.4492070295756538,0.23079124338245816,0.2496,8.4958
0.8748034872088037,0.14416345192170316,0.760051509514952,-1.3328,-19.8486
0.8852365299414033,0.7512501785969423,0.9536414365431392,-2.4233,-0.2466
0.718593683007003,0.8878411201600229,0.8348833881814279,0.1682,11.0186
0.9652708303558668,0.4119159879982856,0.3235083702961796,2.8104,-3.8886
0.5396598542232385,0.3743391913130449,0.9768207182715696,0.6795,16.1675
0.7347434614834929,0.7538219745677954,0.06710545142366575,-2.1673,-94.8198
0.42632556810061467,0.7105300757251036,0.8390327657747889,-2.838,21.095
0.6507074460483064,0.2846120874410631,0.35398483330948627,2.3597,37.2499
0.745462341003287,0.9249892841834548,0.20117327228501936,-1.4139,-12.6313
0.5606688580820351,0.576939562794685,0.8813850336242668,-2.8989,18.675
0.5995426611404888,0.9029861408772681,0.1023036199742452,-2.4622,-68.0947
0.7836215520937546,0.17631090155736534,0.6822149091429388,1.1273,31.0747
0.987137344576247,0.07101014430632951,0.4751752754328229,-0.0025,10.1417
0.07989138202086604,0.31433061865980855,0.21676920875661754,0.9167,47.6487
0.5773903101329141,0.1627375339334191,0.7561882958935469,-0.2956,4.3388
0.74531942260969,0.07615373624803551,0.10659607955358408,0.2632,21.5092
0.34986422752608254,0.39219888555507937,0.7049649449134354,-0.3236,11.7625
0.9564098899528368,0.31018716959565656,0.7742166261267707,1.634,27.4116
0.3055595255109333,0.8655522217459637,0.8617828015452853,-0.9446,15.2908
0.986565671001858,0.7686812401771681,0.780941479467735,1.206,15.3656
0.21609261111905104,0.7428204029147021,0.31034482758620685,-2.9069,32.1517
0.1636415606688581,0.5576510930132876,0.009014165116611739,1.4858,-258.5422
0.9404030298699442,0.08415487926846693,0.8041207611961654,-2.9247,-102.9003
0.33528655137916247,0.9211315902271753,0.5565889254542853,2.1363,31.0019
0.8413605831070459,0.06915273610515787,0.9791100300472171,-1.8237,-75.6045
0.30670287265971125,0.05829404200600086,0.37644870510802686,1.0807,70.5856
0.10704587680434469,0.008715530790112946,0.5418514808985547,-1.2692,-466.6323
0.4750607403172788,0.27975425060722964,0.1664043496923736,2.6451,-15.636
0.19794197513219952,0.878125446492356,0.7825153813134926,-3.0436,35.2847
0.012862655423753033,0.20474353479068447,0.7597653455429962,-3.0912,402.4466
0.4241817921966557,0.07843977711101585,0.6932322220632421,2.6759,121.2606
0.22724024581963703,0.006429489927132437,0.18357418800972947,-3.0365,-1510.9882
0.5017864799199658,0.2244606372338906,0.19731005866361417,0.7644,3.9493
0.23281406316992997,0.19145592227461067,0.6454428387466018,0.7497,23.0049
0.7433185650993284,0.18602657522503224,0.16983831735584487,1.9994,-8.912
0.06374160354437619,0.43749107015287897,0.4434110745457146,1.2447,73.9201
0.1770758896670001,0.022003143306186634,0.08127056803548427,-1.2498,-174.7373
0.23152779762755465,0.8044006286612373,0.4524252396623264,2.2237,41.5362
0.973274260397313,0.46249464209172747,0.433681499499213,-0.0463,9.9087
0.7048735172216665,0.6200885840834405,0.7476033767348691,2.9259,25.6199
0.7617550378733742,0.6790970138591228,0.5870653884675918,-2.783,-5.1824
0.5297984850650279,0.4943563366195171,0.9596508799542136,-2.5529,-6.5608
0.22995569529798482,0.3043291898842692,0.8191443697238519,-1.5702,21.3721
0.5140774617693298,0.4800685812258894,0.13764487051080265,2.2885,-16.81
0.2398170644561955,0.9247035290755823,0.152668479038489,2.9955,-21.6909
0.05530941832213804,0.6718102586083725,0.4432679925597367,-1.4184,51.9934
0.30441617836215523,0.5183597656808117,0.21891543854628692,1.2402,1.0288
0.8583678719451193,0.14202028861265897,0.5112319358992702,2.8426,75.4442
0.7393168500786051,0.6723817688241178,0.08398912576906559,-1.9962,-67.1299
0.5037873374303272,0.19874267752536073,0.06266990985834875,-1.8302,-84.8481
0.9581249106760041,0.17845406486640952,0.6151094577192731,-1.9499,-25.316
0.322138059168215,0.6268038291184455,0.8242953212190585,0.979,20.152
0.14906388452193792,0.35819402771824543,0.8344541422234939,-1.7283,29.1425
0.9968557953408606,0.6745249321331619,0.9237373014737444,-2.7094,-2.8243
0.8856652851221951,0.1158736962423203,0.11260552296465876,0.2786,6.2302
0.19908532228097758,0.6596656665237892,0.4983545571612533,-0.3488,13.1079
0.7060168643704445,0.6602371767395343,0.7621977393046215,-1.8211,1.2735
0.9384021723595828,0.4327761108729819,0.33753040492202036,-0.9643,0.9522
0.13891667857653284,0.2616088012573225,0.632136214050651,2.6693,72.7912
0.41317707588966696,0.8052578939848549,0.8056946630419228,2.7806,32.172
0.3308560811776476,0.9169881411630232,0.1842895979396193,1.5093,-3.0751
0.9718450764613407,0.11701671667381058,0.37444555730433526,-2.7579,-66.503
0.9728455052165215,0.1694527789684241,0.8812419516382888,2.6121,60.4397
0.9962841217664713,0.5450778682668953,0.8776649019888396,-1.1286,3.513
0.5146491353437188,0.5082154593513359,0.44641579625125183,1.9503,3.1418
0.48034872088037733,0.19202743249035575,0.8366003720131636,2.8685,58.9075
0.6445619551236244,0.1653093299042721,0.40148805265417076,1.2213,34.3112
0.31985136487065896,0.3513359051293043,0.13707254256689083,-0.0492,9.087
0.6149778476489924,0.8356908129732818,0.5472885963657175,-0.8471,5.2165
0.30898956695726737,0.4573510501500215,0.6845042209185863,-0.1311,10.9472
0.2938402172359584,0.1525932276039434,0.8252968951209043,2.2948,59.2049
0.028869515506645682,0.40662951850264323,0.34282443840320487,-2.6897,162.1425
0.4653422895526655,0.7451064437776824,0.6129632279296036,-2.7695,19.9469
0.29226811490638843,0.3299042720388628,0.6650450708255831,0.9157,20.4567
0.49678433614406164,0.7581083011858838,0.9974245242523965,-0.9871,13.4913
0.6805773903101329,0.48906986712387485,0.14909142938903985,3.1252,-23.8562
0.5888237816206945,0.3251893127589655,0.9563599942767205,-0.0116,10.1402
0.3475775332285265,0.10272896128018288,0.2732865932179138,1.2509,49.9328
0.25553808775189363,0.38505500785826546,0.30319072828730853,-2.9726,29.1997
0.02558239245390881,0.5167881125875127,0.7134067820861352,-2.2723,155.3454
0.23224238959554094,0.8381197313901987,0.22449563599942768,-2.021,-19.0585
0.257967700443047,0.5112158879839979,0.1253398197166976,-1.1211,-18.872
0.5167929112476775,0.018859837119588607,0.051223350980111604,3.0536,538.2444
0.3118479348292125,0.2030290041434491,0.9281728430390612,-1.8207,-18.9502
0.8698013434328997,0.8036862408915559,0.8969809700958649,0.1796,10.9841
0.7394597684722024,0.14159165595085016,0.7417370153097724,-2.286,-42.2906
0.3817350292982708,0.5163594799257036,0.8109886965231077,1.7499,25.1867
0.8718022009432613,0.5537933990570081,0.3413936185434253,0.3697,8.4929
0.04759182506788623,0.35162166023717684,0.048218629274574265,1.5644,117.1304
0.23853079891382017,0.39791398771253045,0.3864644441264845,0.5297,17.4888
0.4832070887523225,0.9531361623089012,0.8912576906567464,2.5463,27.4178
0.31484922109475494,0.5793684812116016,0.177564744598655,-0.1585,7.3486
0.5885379448335,0.3706243749107016,0.7387322936042351,3.0112,36.7106
0.727454623410033,0.35162166023717684,0.010158821004435548,0.5877,-83.8645
0.2956981563527226,0.1510215745106444,0.3751609672342252,-1.4009,-19.9549
0.05988280691725023,0.06643806258036872,0.1549577908141364,-1.0723,39.4362
0.6379877090181505,0.4393484783540507,0.479324653026184,-0.2379,8.4931
0.07774760611690718,0.48821260180025733,0.31435112319358993,2.257,104.888
0.014577676146920071,0.9671381625946565,0.0954356846473029,-1.169,141.5234
0.119479777047306,0.7578225460780112,0.07397338675060805,-0.1529,3.528
0.4877804773474346,0.28389769967138173,0.38303047646301325,-2.3521,-16.7292
0.6987280262969844,0.8825546506643807,0.13306624695950775,2.3711,-18.7709
0.7604687723309989,0.26289469924274894,0.20646730576620398,-0.716,-1.0346
0.03673002715449475,0.39134162023146163,0.6793532694233795,-2.2344,109.4763
0.00700300128626552,0.7942563223317616,0.12104736013735862,-1.2403,298.7511
0.26497070172931253,0.3176168024003429,0.8198597796537415,2.9567,46.5893
0.9182506788623697,0.810972996142306,0.31950207468879654,-2.2246,-12.4172
0.6131199085322281,0.9688526932418917,0.4475604521390756,1.7362,3.9393
0.4083178505073603,0.5566509501357337,0.6787809414794677,-1.4404,15.9999
0.47591825067886245,0.8948421203029004,0.7209901273429675,-1.4066,15.0678
0.9819922824067457,0.7139591370195741,0.7652024610101587,-0.0529,10.0151
0.7260254394740604,0.34390627232461773,0.863642867362999,-1.9253,-7.9779
0.7689009575532371,0.5777968281183026,0.027471741307769304,2.3241,-127.3476
0.7773331427754753,0.8411201600228604,0.7388753755902131,0.8508,8.3815
0.11604973560097182,0.527361051578797,0.2591214766060953,-1.7993,35.5118
0.3968843790195798,0.3446206600942992,0.0682501073114894,-0.0771,6.5822
0.8868086322709732,0.6393770538648378,0.48290170267563315,-1.3613,1.0753
0.847506074031728,0.21588798399771397,0.7071111747031049,2.6497,50.2341
0.35829641274832064,0.21060151450207182,0.9353269423379595,2.1969,44.2153
0.661140488780906,0.7203886269467066,0.9942767205608813,0.2081,11.2814
0.9805630984707732,0.4234890698671239,0.3641436543139218,0.4359,8.3075
0.9371159068172075,0.168881268752679,0.909142938903992,-1.3481,-15.7454
0.3088466485636701,0.41834547792541793,0.2998998426098154,1.7818,0.5806
0.8627983421466341,0.57751107301043,0.24223780226069525,-0.8357,-0.9812
0.07603258539374019,0.9345620802971855,0.7574760337673487,2.3057,109.0499
0.5059311133342861,0.6253750535790827,0.039061382171984516,-0.124,-0.0973
0.6572816921537803,0.2946135162166024,0.6727714980683932,0.9931,21.2313
0.49506931542089466,0.19217031004429203,0.5997996852196308,-0.7181,-1.9123
0.24481920823209952,0.8469781397342477,0.7750751180426383,-1.1383,17.8264
0.0014291839359725222,0.1383054722103158,0.34411217627700663,1.3784,3002.6803
0.41860797484636275,0.858979854264895,0.044355415653169195,-0.6906,-40.4701
0.7914820637416036,0.28632661808829835,0.23794534268135636,-1.143,-5.3826
0.17221666428469345,0.4742106015145022,0.9915581628273,0.5588,20.8257
0.40217235958267833,0.6738105443634805,0.17398769494920585,0.4629,5.9248
0.6925825353723023,0.44792113159022723,0.20532264987838023,-1.6146,-15.3498
0.24896384164641988,0.29332761823117587,0.03147803691515233,-0.4298,-34.1755
0.004287551807917678,0.7793970567223889,0.17456002289311778,0.9914,755.273
0.535515220808918,0.09515645092156028,0.8204321075976535,-1.0616,-26.0694
0.1504930684579105,0.9475639377053866,0.5583059092860209,-2.1451,33.4635
0.8768043447191654,0.058865552221746,0.09042781513807407,2.9421,173.1009
0.8820923252822639,0.45649378482640385,0.40978680784089283,-0.6898,4.7755
0.853079891382021,0.37748249749964286,0.4929174416940908,0.7024,16.3155
0.24167500357295985,0.40862980425775114,0.7986836457290027,0.8035,21.0834
0.7115906817207376,0.5435062151735963,0.46487337244240945,0.627,8.0602
0.01686437044447625,0.967566795256465,0.3655744741737015,-2.9161,292.3163
0.7427468915249393,0.5143591941705958,0.48833881814279567,-0.002,10.2431
0.5943975989709875,0.05586512358908419,0.09200171698383164,1.1631,78.0928
0.7664713448620839,0.9857122446063724,0.36013735870653873,0.2186,9.2682
0.391882235243676,0.8315473639091298,0.5235369866933753,-0.4602,12.1687
0.8316421323424326,0.8882697528218315,0.2928888252968951,0.812,5.7415
0.4699156781477776,0.7496785255036433,0.38717985405637423,2.5307,-0.3863
0.07674717736172648,0.687526789541363,0.22692802976105297,-2.9706,73.3444
0.6154066028297842,0.4634947849692815,0.4070682501073114,0.3014,9.0507
0.3522938402172359,0.8866980997285325,0.21705537272857345,-2.5223,-27.5945
0.011719308274974916,0.773253321903129,0.29632279296036623,-2.959,423.2158
0.97813348577962,0.9155593656236605,0.152668479038489,-0.7392,-5.5109
0.5881091896527084,0.6412344620660095,0.7697810845614537,2.6415,24.8812
0.6219808489352578,0.17216745249321336,0.39462011732722835,-2.5448,-37.8767
0.24238959554094613,0.8114016288041148,0.6098154242380884,1.6246,32.0873
0.37273117050164356,0.7853979139877125,0.8750894262412363,0.0483,10.6785
0.6509932828355007,0.0807258179739963,0.887680641007297,3.0712,134.2368
0.1474917821923682,0.7351050150021432,0.8849620832737157,1.435,41.9374
0.8952408174932114,0.4714959279897129,0.3313778795249679,2.8727,-3.8603
0.7533228526511362,0.6700957279611373,0.0008584919158677873,1.8622,-3628.1959
0.2852651136201229,0.3384769252750394,0.5069394763199312,-0.2923,11.9244
0.3264256109761326,0.34647806829547073,0.8298755186721991,1.4087,24.3063
0.5192225239388311,0.19888555507929712,0.5940764057805124,-2.4861,-30.4599
0.24067457481777904,0.6112301757393914,0.6796394333953355,2.3505,42.0605
0.1767900528798057,0.42791827403914856,0.4022034625840607,0.8382,25.692
0.8202086608546519,0.8278325475067867,0.6135355558735154,-1.2337,3.708
0.5075032156638559,0.7139591370195741,0.14952067534697377,-1.7429,-27.7075
0.5988280691725025,0.5353621945992284,0.14866218343110604,-3.007,-55.6092
0.4504787766185508,0.5760822974710673,0.09629417656317063,-1.6128,-44.262
0.479062455338002,0.22817545363623376,0.8866790671054514,-2.8927,-31.0284
0.3638702300986137,0.8859837119588514,0.38059808270138795,0.7577,17.038
0.12033728740888955,0.4490641520217174,0.11174703104879091,-2.1342,-51.9809
0.9118193511504931,0.8975567938276896,0.7031048790957217,-1.8659,1.6153
0.3351436329855652,0.587798256893842,0.04650164544283869,3.1112,-98.6828
0.29969987137344584,0.24489212744677807,0.3335241093146373,-2.4937,-22.9111
0.5242246677147349,0.388912701814545,0.1271998855344112,-0.6065,-5.2745
0.576246962984136,0.8792684669238462,0.2956073830304765,-1.7271,-8.7655
0.4696298413605832,0.33104729247035297,0.23737301473744454,1.6243,-0.887
0.7556095469486923,0.9041291613087583,0.7603376734869081,1.941,18.6208
0.005573817350292998,0.7042434633519075,0.9403348118471884,2.16,1289.1375
0.4986422752608261,0.27603943420488647,0.6307053941908713,-0.2545,7.2537
0.7377447477490353,0.24646378054007717,0.006867935326942298,-1.4445,-678.1169
0.3691582106617122,0.39577082440348615,0.005866361425096556,-2.322,-1285.981
0.16635701014720589,0.939562794684955,0.8162827300042925,-1.0741,20.7706
0.9528369301129056,0.07343906272324624,0.032908856774931994,-1.4429,-132.8504
0.06702872659711301,0.5202171738819832,0.9825439977106882,-1.3512,43.0927
0.29998570816064035,0.8014002000285756,0.40177421662612667,-1.806,20.0582
0.6845791053308561,0.27346763823403347,0.8655029331807125,-1.4298,-6.7674
0.2906960125768186,0.5172167452493215,0.6176849334668766,-0.8469,15.0004
0.3035586680005717,0.9217031004429204,0.5394190871369294,-1.6116,18.9023
0.6232671144776332,0.8785540791541648,0.7999713836028044,2.2332,21.9231
0.9273974560525939,0.9041291613087583,0.2182000286163971,1.7387,-2.7197
0.47791910818922395,0.7162451778825547,0.8397481757046787,0.469,13.4515
0.7969129626982994,0.29961423060437214,0.43482615538703673,3.0325,43.2099
0.2172359582678291,0.6439491355907987,0.005150951495206724,1.7025,-526.2634
0.0706016864370444,0.32147449635662245,0.3382458148519101,1.8995,97.7878
0.9305416607117336,0.21060151450207182,0.7712119044212333,-2.7205,-31.7961
0.8387880520222952,0.9358479782826117,0.6092430962941764,2.4826,3.6208
0.5050736029727025,0.14330618659808542,0.6538846759193018,-2.3931,-44.1128
0.36201229098184945,0.10987283897699679,0.3745886392903134,0.8284,34.8174
0.13348577961983715,0.7331047292470354,0.25540134497066813,-1.2154,25.0798
0.20251536372731166,0.9274182026003714,0.9095721848619258,0.5037,18.3564
0.6798627983421466,0.11958851264466358,0.4889111460867077,2.2949,72.706
0.9499785622409604,0.12173167595370765,0.043067677779367486,2.3592,-79.0753
0.6479919965699585,0.11573081868838414,0.5640291887251395,1.6684,57.2275
0.6728597970558812,0.5915130732961851,0.8765202461010158,0.0227,10.3814
0.5630984707731885,0.06086583797685391,0.3791672628416083,-3.0312,-152.0038
0.7717593254251822,0.06458065437919708,0.12677063957647727,-0.5118,-15.5828
0.7513219951407746,0.7129589941420202,0.9145800543711546,1.8223,18.5792
0.5512362441046164,0.7293899128446921,0.19015595936471597,2.2656,-9.1416
0.2653994569101044,0.5882268895556508,0.6083846043783088,2.7115,43.5344
0.18407889095326574,0.16873839119874273,0.18042638431821434,-1.2675,-14.2149
0.3075603830212948,0.6465209315616518,0.11317785090857058,-3.0118,-76.4092
