HA,W_R
-2.3583,13.452
-2.9743,14.9565
-1.4376,11.2034
1.8903,3.0756
0.6984,5.9866
-1.9876,12.5466
-3.0684,15.1863
2.8159,0.815
0.6579,6.0855
-2.901,14.7774
1.935,2.9664
-1.1859,10.5886
-0.7367,9.4916
-0.4779,8.8595
1.4015,4.2694
-2.6033,14.0504
-1.096,10.3691
-1.4227,11.167
0.2496,7.0827
-1.3328,10.9474
-2.4233,13.6108
0.1682,7.2815
2.8104,0.8284
0.6795,6.0328
-2.1673,12.9855
-2.838,14.6236
2.3597,1.9292
-1.4139,11.1455
-2.8989,14.7723
-2.4622,13.7058
1.1273,4.9391
-0.0025,7.6984
0.9167,5.4534
-0.2956,8.4143
0.2632,7.0495
-0.3236,8.4826
1.634,3.7016
-0.9446,9.9993
1.206,4.7469
-2.9069,14.7919
1.4858,4.0635
-2.9247,14.8353
2.1363,2.4748
-1.8237,12.1463
1.0807,5.0529
-1.2692,10.7921
2.6451,1.2322
-3.0436,15.1257
-3.0912,15.242
2.6759,1.1569
-3.0365,15.1084
0.7644,5.8254
0.7497,5.8613
1.9994,2.8092
1.2447,4.6524
-1.2498,10.7447
2.2237,2.2613
-0.0463,7.8054
2.9259,0.5464
-2.783,14.4892
-2.5529,13.9273
-1.5702,11.5272
2.2885,2.1031
2.9955,0.3764
-1.4184,11.1565
1.2402,4.6634
2.8426,0.7498
-1.9962,12.5676
-1.8302,12.1622
-1.9499,12.4546
0.979,5.3013
-1.7283,11.9133
-2.7094,14.3095
0.2786,7.0119
-0.3488,8.5442
-1.8211,12.14
-0.9643,10.0474
2.6693,1.1731
2.7806,0.9012
1.5093,4.0061
-2.7579,14.4279
2.6121,1.3128
-1.1286,10.4487
1.9503,2.9291
2.8685,0.6865
1.2213,4.7095
-0.0492,7.8125
-0.8471,9.7612
-0.1311,8.0125
2.2948,2.0877
-2.6897,14.2614
-2.7695,14.4563
0.9157,5.4559
-0.9871,10.1031
3.1252,0.0596
-0.0116,7.7206
1.2509,4.6372
-2.9726,14.9523
-2.2723,13.242
-2.021,12.6282
-1.1211,10.4304
3.0536,0.2345
-1.8207,12.139
0.1796,7.2537
-2.286,13.2754
1.7499,3.4185
0.3697,6.7894
1.5644,3.8716
0.5297,6.3986
2.5463,1.4735
-0.1585,8.0794
3.0112,0.338
0.5877,6.257
-1.4009,11.1137
-1.0723,10.3112
-0.2379,8.2733
2.257,2.18
-1.169,10.5474
-0.1529,8.0657
-2.3521,13.4369
2.3711,1.9014
-0.716,9.441
-2.2344,13.1494
-1.2403,10.7215
2.9567,0.4711
-2.2246,13.1255
1.7362,3.452
-1.4404,11.2102
-1.4066,11.1277
-0.0529,7.8215
-1.9253,12.3945
2.3241,2.0161
0.8508,5.6144
-1.7993,12.0868
-0.0771,7.8806
-1.3613,11.017
2.6497,1.2209
2.1969,2.3268
0.2081,7.1841
0.4359,6.6277
-1.3481,10.9848
1.7818,3.3406
-0.8357,9.7333
2.3057,2.0611
-0.124,7.9952
0.9931,5.2669
-0.7181,9.4461
-1.1383,10.4724
1.3784,4.3258
-0.6906,9.379
-1.143,10.4839
0.5588,6.3275
0.4629,6.5618
-1.6146,11.6357
-0.4298,8.742
0.9914,5.271
-1.0616,10.2851
-2.1451,12.9313
2.9421,0.5068
-0.6898,9.377
0.7024,5.9768
0.8035,5.7299
0.627,6.161
-2.9161,14.8143
-0.002,7.6972
1.1631,4.8517
0.2186,7.1584
-0.4602,8.8163
0.812,5.7092
2.5307,1.5116
-2.9706,14.9474
0.3014,6.9562
-2.5223,13.8525
-2.959,14.9191
-0.7392,9.4977
2.6415,1.241
-2.5448,13.9075
1.6246,3.7245
0.0483,7.5743
3.0712,0.1915
1.435,4.1876
2.8727,0.6763
1.8622,3.1442
-0.2923,8.4062
1.4087,4.2518
-2.4861,13.7641
2.3505,1.9517
0.8382,5.6452
-1.2337,10.7054
-1.7429,11.949
-3.007,15.0363
-1.6128,11.6313
-2.8927,14.7572
0.7577,5.8418
-2.1342,12.9047
-1.8659,12.2494
3.1112,0.0938
-2.4937,13.7827
-0.6065,9.1736
-1.7271,11.9104
1.6243,3.7253
1.941,2.9518
2.16,2.4169
-0.2545,8.3139
-1.4445,11.2202
-2.322,13.3633
-1.0741,10.3156
-1.4429,11.2163
-1.3512,10.9924
-1.806,12.1031
-1.4298,11.1843
-0.8469,9.7607
-1.6116,11.6283
2.2332,2.2381
1.7387,3.4459
0.469,6.5469
3.0325,0.286
1.7025,3.5343
1.8995,3.0531
-2.7205,14.3366
2.4826,1.629
-2.3931,13.537
0.8284,5.6691
-1.2154,10.6607
0.5037,6.4621
2.2949,2.0875
2.3592,1.9304
1.6684,3.6176
0.0227,7.6369
-3.0312,15.0954
-0.5118,8.9423
1.8223,3.2417
2.2656,2.159
2.7115,1.07
-1.2675,10.7879
-3.0118,15.048
0.4442,6.6074
1.8906,3.0749
-1.2034,10.6314
-0.6376,9.2495
-0.2479,8.2978
0.2047,7.1924
-1.0177,10.1778
2.7604,0.9506
0.3042,6.9494
2.5442,1.4786
1.3323,4.4384
-1.0219,10.1881
1.4142,4.2384
0.9174,5.4517
-2.5085,13.8188
-1.3101,10.892
1.2888,4.5447
-1.1578,10.52
1.6791,3.5914
-2.556,13.9348
0.0251,7.631
-0.251,8.3053
-1.7088,11.8657
-1.9764,12.5193
-1.9834,12.5364
0.2258,7.1408
0.9221,5.4403
1.4398,4.1759
2.1297,2.4909
0.3818,6.7598
0.4855,6.5066
1.7686,3.3728
-1.6306,11.6747
2.8687,0.6861
-2.3174,13.3521
0.9068,5.4776
1.6785,3.5929
-0.5107,8.9396
-0.2083,8.201
-1.4033,11.1196
1.4637,4.1175
-1.7963,12.0794
-2.078,12.7674
-0.2338,8.2633
-0.9082,9.9104
0.5845,6.2648
1.2366,4.6721
-0.0471,7.8073
1.3738,4.3371
0.7685,5.8154
0.2911,6.9814
3.1136,0.0879
-0.5683,9.0803
0.796,5.7482
2.7158,1.0595
2.3975,1.8369
-2.6579,14.1837
-0.9519,10.0171
-2.0056,12.5906
0.5709,6.298
-0.0466,7.8061
0.1645,7.2905
-2.6249,14.1031
0.6323,6.148
1.2293,4.69
-2.5508,13.9221
1.0596,5.1044
-0.0059,7.7067
3.1097,0.0975
2.2531,2.1895
-2.3036,13.3184
-0.0054,7.7055
1.5807,3.8318
-1.286,10.8331
-2.7161,14.3259
1.5032,4.021
0.9081,5.4744
-1.9927,12.5591
0.8948,5.5069
-1.8286,12.1583
1.41,4.2487
2.1909,2.3415
-1.3941,11.0971
0.9707,5.3216
3.0586,0.2223
-1.5592,11.5004
-2.9666,14.9377
-0.745,9.5118
-2.1753,13.0051
0.7848,5.7756
1.6513,3.6593
-2.31,13.334
1.3919,4.2929
-1.6258,11.663
-1.9132,12.3649
-2.4342,13.6374
-1.2078,10.6421
2.3082,2.055
-1.6009,11.6022
-1.0155,10.1725
-1.418,11.1555
2.1903,2.3429
-0.6787,9.3499
-1.6102,11.6249
-0.5544,9.0463
-1.9768,12.5203
1.3619,4.3661
-2.6214,14.0946
0.2821,7.0033
-3.041,15.1194
-2.1537,12.9523
-1.3086,10.8883
-1.0122,10.1644
-1.9026,12.339
1.3774,4.3283
-0.9636,10.0457
1.3674,4.3527
1.072,5.0742
-1.1108,10.4052
1.1109,4.9791
-0.0141,7.7267
-2.625,14.1034
1.612,3.7553
-2.4124,13.5841
2.6538,1.2109
1.6369,3.6945
0.6251,6.1656
-2.0363,12.6656
0.1022,7.4427
-1.1418,10.4809
-2.8323,14.6097
0.599,6.2294
-2.1871,13.0339
-1.5335,11.4376
2.0888,2.5908
-2.965,14.9337
-2.5991,14.0401
-0.6499,9.2796
1.4933,4.0452
0.1289,7.3775
-2.5862,14.0086
-2.1707,12.9938
1.3631,4.3632
0.2373,7.1127
-2.3168,13.3506
1.3998,4.2736
-1.9619,12.4839
1.5502,3.9062
1.3044,4.5066
1.198,4.7664
2.3149,2.0386
-0.9157,9.9287
0.611,6.2001
2.3319,1.9971
-0.9093,9.9131
-0.4851,8.8771
-1.5255,11.418
0.7124,5.9524
-1.4553,11.2466
-2.0746,12.7591
-0.5195,8.9611
0.7475,5.8667
-1.1744,10.5606
1.8885,3.08
-1.5641,11.5123
-0.2297,8.2533
-0.6811,9.3558
-2.2987,13.3064
1.7761,3.3545
-1.9079,12.352
1.3663,4.3554
2.2415,2.2179
1.9931,2.8245
1.8598,3.1501
1.4861,4.0628
-1.953,12.4621
-2.4261,13.6176
0.8548,5.6046
-2.102,12.826
-0.3983,8.6651
0.2807,7.0068
-2.8627,14.6839
-1.357,11.0065
-0.8182,9.6906
1.7471,3.4254
2.1848,2.3564
0.0156,7.6542
0.4254,6.6533
-2.3198,13.358
-1.1283,10.448
1.3514,4.3918
2.2091,2.297
1.9711,2.8783
0.6988,5.9856
1.3811,4.3192
1.0267,5.1848
0.2149,7.1675
-2.1913,13.0441
2.4801,1.6351
1.4742,4.0919
0.5838,6.2665
1.6543,3.652
-1.7491,11.9641
2.3047,2.0635
1.4412,4.1725
-0.9463,10.0035
-2.7765,14.4734
1.5791,3.8357
1.1593,4.8609
-2.9947,15.0063
-0.5119,8.9425
1.3529,4.3881
-1.8876,12.3024
1.1141,4.9713
2.7791,0.9049
-2.0997,12.8204
1.7962,3.3054
-2.9195,14.8226
1.9144,3.0168
2.3256,2.0125
-0.2349,8.266
2.158,2.4218
-0.5728,9.0913
0.6604,6.0794
-1.6246,11.6601
0.303,6.9523
-0.9936,10.119
-1.1022,10.3842
0.2163,7.164
-2.7924,14.5122
1.5395,3.9324
1.8239,3.2378
-2.729,14.3574
0.8447,5.6293
-1.945,12.4426
-1.4108,11.1379
-0.667,9.3213
-0.6338,9.2402
1.9212,3.0001
-0.783,9.6046
0.384,6.7545
0.3553,6.8246
-0.5698,9.0839
-0.1069,7.9534
0.1604,7.3006
1.8837,3.0917
2.4918,1.6066
-0.5873,9.1267
2.7952,0.8656
-2.7316,14.3637
0.9123,5.4642
0.0587,7.5489
-1.4724,11.2884
-1.9748,12.5154
1.4329,4.1927
0.7646,5.8249
2.2798,2.1243
-0.7518,9.5284
2.4326,1.7511
-0.0419,7.7946
1.3863,4.3065
1.6124,3.7543
1.0865,5.0387
-2.9479,14.892
0.5017,6.467
-0.6854,9.3663
0.7986,5.7419
1.8461,3.1836
0.1731,7.2695
-1.6641,11.7566
0.4123,6.6853
-2.2858,13.2749
2.8343,0.7701
2.0622,2.6558
-1.7794,12.0382
-0.5949,9.1452
-0.2336,8.2628
-1.3458,10.9792
-0.6219,9.2112
-0.9597,10.0362
-0.3687,8.5928
-0.529,8.9843
2.3966,1.8391
-2.0503,12.6998
-1.278,10.8136
-0.219,8.2272
-1.4538,11.2429
1.2014,4.7581
0.8262,5.6745
0.6556,6.0911
0.7937,5.7538
-0.0629,7.8459
1.5462,3.916
0.4596,6.5698
2.5366,1.4972
-0.7444,9.5104
-0.8951,9.8784
2.0399,2.7102
1.2976,4.5232
-2.841,14.6309
-1.5829,11.5582
-2.4111,13.581
2.3197,2.0269
-2.1418,12.9232
-3.1052,15.2762
-0.5851,9.1213
-0.1886,8.1529
-2.2609,13.2141
2.5011,1.5839
1.676,3.599
1.5618,3.8779
0.6009,6.2247
2.1304,2.4892
-2.8649,14.6893
-0.3994,8.6678
1.4105,4.2474
-2.6712,14.2162
-1.06,10.2812
1.9774,2.8629
0.3157,6.9213
-0.6872,9.3707
0.2434,7.0978
2.3524,1.947
0.2747,7.0214
2.6237,1.2844
0.2892,6.986
-0.1242,7.9956
1.0061,5.2351
0.8986,5.4976
0.7535,5.852
-2.2091,13.0876
-1.3387,10.9618
-1.8362,12.1769
0.7341,5.8994
-3.0424,15.1228
-2.6221,14.0963
2.5494,1.4659
1.6337,3.7023
-0.5441,9.0212
2.4031,1.8232
1.9015,3.0483
1.5397,3.9319
1.6945,3.5538
2.4993,1.5882
0.0081,7.6725
-1.0018,10.139
-0.32,8.4738
2.9611,0.4604
-0.4816,8.8685
-2.244,13.1728
0.6673,6.0626
-2.2971,13.3025
-0.3738,8.6052
-1.9669,12.4961
1.5905,3.8078
1.7097,3.5167
3.0715,0.1908
-0.2098,8.2047
-2.4902,13.7741
2.297,2.0823
-2.4237,13.6117
1.2598,4.6155
-0.9951,10.1226
-0.111,7.9634
0.8412,5.6378
-1.1619,10.53
1.6284,3.7153
-2.702,14.2914
0.927,5.4283
0.7418,5.8806
-2.8473,14.6463
-1.0106,10.1605
-3.0936,15.2478
2.4268,1.7653
-0.7017,9.4061
2.5782,1.3956
-2.7519,14.4133
1.068,5.0839
3.1317,0.0437
2.7834,0.8944
0.6373,6.1358
-1.7388,11.939
-1.0819,10.3346
2.6137,1.3088
-0.3121,8.4546
1.5807,3.8318
2.4837,1.6263
-0.6155,9.1955
2.2945,2.0884
-0.659,9.3018
2.8758,0.6687
-3.0524,15.1472
-2.2714,13.2398
0.285,6.9962
-0.4797,8.8639
-1.0028,10.1415
2.6475,1.2263
-1.4991,11.3536
0.2206,7.1535
-0.5492,9.0336
-2.857,14.67
-0.0074,7.7104
-0.05,7.8144
2.7068,1.0815
2.9134,0.5769
-0.0344,7.7763
2.5847,1.3797
-2.2652,13.2246
-1.2408,10.7227
2.2225,2.2643
-1.1174,10.4213
-1.939,12.4279
-1.3089,10.889
0.5731,6.2926
-2.5178,13.8416
0.4805,6.5188
-3.0026,15.0256
1.6708,3.6117
-1.1341,10.4621
1.3936,4.2887
2.9827,0.4076
0.6015,6.2233
-0.3351,8.5107
0.5206,6.4208
-2.9139,14.8089
-0.9167,9.9312
1.8928,3.0695
-2.3762,13.4957
-1.0144,10.1698
-2.8962,14.7657
-0.5951,9.1457
0.1285,7.3785
2.9054,0.5964
-2.1208,12.872
0.0513,7.567
-1.8493,12.2089
1.7996,3.2971
-1.1332,10.4599
-1.3467,10.9814
-0.8928,9.8728
2.755,0.9637
0.3067,6.9433
0.1171,7.4063
-1.2196,10.6709
-1.7721,12.0203
2.66,1.1958
-1.0864,10.3456
0.6552,6.0921
2.9901,0.3896
1.4298,4.2003
-2.4619,13.705
1.0564,5.1123
-1.4919,11.336
-1.3751,11.0507
2.7416,0.9965
-1.961,12.4817
1.3253,4.4555
-1.9088,12.3542
2.8796,0.6594
2.7955,0.8648
2.7261,1.0343
2.7438,0.9911
-0.9541,10.0225
-2.648,14.1595
-0.3228,8.4807
1.8959,3.0619
0.9546,5.3609
-0.4012,8.6722
2.2224,2.2645
-2.7781,14.4773
-1.8388,12.1832
2.6538,1.2109
0.4873,6.5022
0.4807,6.5183
0.9843,5.2883
-1.8666,12.2511
-1.5378,11.4481
2.0374,2.7164
0.129,7.3772
0.3316,6.8824
0.0023,7.6867
1.5674,3.8642
0.4644,6.5581
2.2695,2.1495
-1.278,10.8136
-3.0771,15.2075
-2.4827,13.7558
2.8667,0.6909
-1.465,11.2703
2.3251,2.0137
1.818,3.2522
-2.7242,14.3456
-2.9228,14.8307
-0.3435,8.5312
-1.5887,11.5724
-1.6731,11.7785
-1.4766,11.2986
-1.1699,10.5496
2.1546,2.4301
-0.7709,9.5751
2.1305,2.489
1.9949,2.8201
-1.0779,10.3249
0.9597,5.3484
-0.6535,9.2884
-0.6414,9.2588
0.6928,6.0003
0.9421,5.3914
0.195,7.2161
1.9849,2.8446
-2.5614,13.948
-0.3004,8.426
0.1018,7.4437
-2.2545,13.1985
2.509,1.5646
-3.0604,15.1667
-1.365,11.0261
1.3561,4.3803
0.3423,6.8563
2.1495,2.4426
-1.3631,11.0214
1.6786,3.5926
-0.6313,9.2341
0.2634,7.049
1.9028,3.0451
2.6582,1.2002
1.837,3.2058
1.925,2.9909
1.3966,4.2814
1.1869,4.7935
-1.2193,10.6702
0.291,6.9816
0.5164,6.4311
0.0088,7.6708
-0.7289,9.4725
1.4618,4.1221
2.4502,1.7082
-1.8852,12.2965
-2.9,14.775
1.2038,4.7523
-2.4151,13.5907
2.1788,2.371
1.2299,4.6885
-1.0884,10.3505
0.0073,7.6745
-0.2787,8.373
2.1787,2.3713
-0.6622,9.3096
-2.1424,12.9247
1.7377,3.4483
1.0302,5.1762
-2.9877,14.9892
-3.0182,15.0637
2.3497,1.9536
-1.7297,11.9168
1.2038,4.7523
1.988,2.837
-1.6061,11.6149
-2.7391,14.382
2.7735,0.9186
0.7641,5.8261
-2.0669,12.7403
0.9563,5.3567
2.6762,1.1562
1.1992,4.7635
-0.7201,9.451
0.3138,6.9259
2.1566,2.4252
0.8639,5.5824
3.1162,0.0816
-0.4089,8.691
1.8302,3.2224
1.0846,5.0434
3.035,0.2799
2.8632,0.6995
0.0571,7.5529
2.5075,1.5682
1.522,3.9751
-2.8,14.5308
1.2366,4.6721
2.3222,2.0208
-1.7026,11.8506
-2.1383,12.9147
-0.8322,9.7248
0.2301,7.1303
-2.3277,13.3773
2.6797,1.1477
-2.4955,13.7871
1.6781,3.5939
2.3477,1.9585
2.5277,1.5189
-0.7359,9.4896
-2.0148,12.6131
-1.9818,12.5325
-0.823,9.7023
0.3764,6.773
-1.3215,10.9198
0.3641,6.8031
-0.4748,8.8519
-1.4378,11.2039
-2.1868,13.0331
-1.0879,10.3493
-2.7346,14.371
0.4427,6.6111
-0.5697,9.0837
-2.4551,13.6884
2.4918,1.6066
-0.2897,8.3998
-1.1016,10.3828
-3.0786,15.2112
2.3883,1.8593
-1.1345,10.4631
3.0116,0.3371
-0.7112,9.4293
-0.85,9.7683
2.8757,0.669
1.3892,4.2995
0.054,7.5604
-2.7585,14.4294
0.9625,5.3416
-2.3736,13.4894
-0.6585,9.3006
0.8997,5.495
0.0644,7.535
0.352,6.8326
2.2669,2.1558
0.5546,6.3378
0.2885,6.9877
-0.5132,8.9457
-2.4494,13.6745
-2.8084,14.5513
-1.3901,11.0874
-0.4938,8.8983
2.0843,2.6018
2.1906,2.3422
-2.6113,14.0699
-1.8464,12.2018
1.7083,3.5201
-2.5565,13.9361
-0.2753,8.3647
-1.9993,12.5752
-0.2182,8.2252
-0.8035,9.6547
-0.016,7.7314
0.6686,6.0594
-2.8034,14.5391
-0.16,8.0831
-2.3396,13.4063
0.0238,7.6342
0.2851,6.996
0.6276,6.1595
1.6591,3.6403
0.2091,7.1816
1.5813,3.8303
-2.7663,14.4485
1.8779,3.1059
1.9021,3.0468
-0.2149,8.2172
-0.8236,9.7038
-1.3111,10.8944
-1.9268,12.3981
0.5978,6.2323
-2.1059,12.8356
-0.8517,9.7724
-2.0159,12.6158
2.9685,0.4423
-0.6308,9.2329
-2.365,13.4684
-2.5918,14.0223
-1.5764,11.5424
0.7203,5.9331
2.9514,0.4841
1.3937,4.2885
-1.9215,12.3852
-0.7181,9.4461
2.6675,1.1775
2.9499,0.4877
1.0863,5.0392
2.4707,1.6581
1.1177,4.9625
2.3197,2.0269
1.4269,4.2074
-1.4667,11.2744
-1.5244,11.4154
-0.4652,8.8285
-1.3806,11.0642
-0.306,8.4397
-0.9283,9.9595
1.4852,4.065
-0.4431,8.7745
1.7225,3.4854
-2.9817,14.9745
0.8012,5.7355
-1.0434,10.2406
1.5523,3.9011
-0.2402,8.279
-2.7818,14.4863
-0.9854,10.099
0.2115,7.1758
-0.315,8.4616
-2.7334,14.3681
-1.4482,11.2293
-1.3357,10.9545
-1.5273,11.4224
-0.4156,8.7073
-2.1551,12.9557
-0.0837,7.8967
-1.46,11.2581
-1.3353,10.9535
1.5358,3.9414
0.925,5.4332
1.5897,3.8098
0.9053,5.4813
-1.4871,11.3243
0.4438,6.6084
1.0927,5.0236
-1.0868,10.3466
3.0811,0.1673
-1.5296,11.4281
-2.6788,14.2348
-2.5253,13.8599
1.7719,3.3648
2.1091,2.5412
-2.3166,13.3502
-2.9835,14.9789
2.3926,1.8488
-2.5199,13.8467
2.6665,1.1799
-1.4516,11.2376
2.0128,2.7764
-0.3328,8.5051
-1.6865,11.8113
-1.6803,11.7961
0.4169,6.6741
-2.9336,14.8571
0.8314,5.6618
-2.1056,12.8348
1.4205,4.223
2.8762,0.6677
-2.3086,13.3306
-0.7285,9.4715
1.8019,3.2915
2.9454,0.4987
3.0366,0.276
-0.3823,8.626
-2.4582,13.696
-0.2796,8.3752
-0.8855,9.855
-0.4402,8.7674
-0.1203,7.9861
-2.1228,12.8768
3.0141,0.3309
2.7669,0.9347
1.9441,2.9442
-1.7546,11.9776
-1.7998,12.088
1.8473,3.1806
-1.6177,11.6432
-1.1716,10.5537
0.6829,6.0245
-2.157,12.9604
3.1328,0.041
2.0152,2.7706
1.9788,2.8595
1.3661,4.3559
-0.301,8.4274
-2.0286,12.6468
0.0449,7.5826
0.6067,6.2106
-1.8395,12.1849
2.5628,1.4332
-0.612,9.187
-2.7788,14.479
2.7965,0.8624
-1.8424,12.192
-0.6345,9.242
2.5232,1.5299
2.3278,2.0071
-0.5385,9.0075
-0.4371,8.7598
0.7297,5.9102
-2.6939,14.2716
-1.9555,12.4682
-2.2113,13.093
1.7775,3.3511
-2.6159,14.0811
1.2839,4.5566
-1.0036,10.1434
2.1268,2.498
-1.4847,11.3184
2.0417,2.7058
1.9938,2.8228
2.1588,2.4199
-1.0368,10.2245
2.9458,0.4978
-1.8715,12.2631
-2.8845,14.7371
0.8981,5.4989
-0.9014,9.8938
1.0699,5.0793
-1.587,11.5682
2.435,1.7453
-2.1926,13.0473
1.8429,3.1914
2.1889,2.3463
0.9711,5.3206
-0.0037,7.7013
-0.3855,8.6338
2.911,0.5827
0.2523,7.0761
-1.234,10.7061
2.0656,2.6475
0.778,5.7922
-0.897,9.8831
1.0602,5.103
0.1735,7.2686
-2.8644,14.6881
-0.3924,8.6507
-2.8184,14.5757
-1.2289,10.6937
2.2142,2.2845
0.5846,6.2645
0.7552,5.8479
2.6548,1.2085
1.3512,4.3923
1.2058,4.7474
0.8385,5.6444
0.6175,6.1842
1.2275,4.6944
1.6895,3.566
-0.6625,9.3103
-2.7618,14.4375
-2.2599,13.2117
-2.5423,13.9014
2.6803,1.1462
2.4645,1.6732
-2.4523,13.6816
-0.9601,10.0372
1.8655,3.1362
0.3675,6.7948
-1.1615,10.529
2.8544,0.721
-2.8911,14.7533
-0.5393,9.0094
-1.066,10.2958
-0.9295,9.9624
1.0623,5.0978
0.4425,6.6116
1.4511,4.1483
2.6986,1.1015
-2.8874,14.7442
0.0129,7.6608
-2.5634,13.9529
1.0449,5.1403
2.9713,0.4355
-0.6438,9.2647
1.0432,5.1445
0.8,5.7385
0.4018,6.711
-1.7527,11.9729
0.4189,6.6692
-1.5469,11.4703
-1.5664,11.5179
1.652,3.6576
-2.1378,12.9135
3.052,0.2384
1.9547,2.9183
0.4473,6.5999
-2.6642,14.1991
0.242,7.1013
-2.5521,13.9253
-2.46,13.7004
0.7518,5.8562
0.6269,6.1612
-0.6256,9.2202
0.5758,6.286
1.1755,4.8214
-0.2465,8.2943
1.0718,5.0746
-2.9765,14.9618
-1.0626,10.2875
-0.9027,9.897
3.1186,0.0757
-0.126,8.0
-0.3743,8.6065
-1.9786,12.5247
-1.4007,11.1132
0.2465,7.0903
-2.2807,13.2625
-1.2394,10.7193
0.1959,7.2139
-1.0119,10.1637
0.1735,7.2686
-0.6224,9.2124
1.8621,3.1445
2.8521,0.7266
-0.255,8.3151
-0.5955,9.1467
-2.2755,13.2498
0.3032,6.9518
-2.944,14.8825
0.0471,7.5773
2.0766,2.6206
-2.9701,14.9462
-1.5295,11.4278
1.2474,4.6458
-1.2765,10.8099
-0.027,7.7582
0.4388,6.6206
0.1797,7.2534
-2.1562,12.9584
-1.9974,12.5706
2.277,2.1312
0.098,7.453
-0.26,8.3273
2.6922,1.1171
0.1817,7.2485
-3.1185,15.3086
-0.2679,8.3466
0.0224,7.6376
0.768,5.8166
-1.1175,10.4216
-1.7626,11.9971
-0.7789,9.5946
-2.5153,13.8354
1.5663,3.8669
0.7403,5.8843
-2.4244,13.6134
-0.0717,7.8674
1.7236,3.4827
-0.4688,8.8373
0.2836,6.9997
-1.301,10.8697
-2.6797,14.237
-2.2074,13.0835
3.0982,0.1255
2.2794,2.1253
0.3792,6.7662
0.707,5.9656
0.8039,5.7289
1.8898,3.0768
-0.2644,8.3381
0.1345,7.3638
-2.4461,13.6664
2.7011,1.0954
0.2912,6.9811
0.3408,6.86
2.5184,1.5416
-1.7371,11.9348
-3.0848,15.2263
-0.9792,10.0838
-1.9108,12.3591
2.642,1.2397
-2.6117,14.0709
-0.5736,9.0932
-0.1577,8.0775
0.4215,6.6629
0.2185,7.1587
-1.0463,10.2477
-2.2229,13.1213
3.0198,0.317
-0.6968,9.3941
1.4007,4.2714
-2.2414,13.1665
0.0441,7.5846
1.2674,4.5969
-0.7174,9.4444
-2.5594,13.9432
-2.651,14.1669
-0.6373,9.2488
0.8248,5.6779
-1.142,10.4814
2.8155,0.816
-0.6386,9.252
2.7028,1.0912
1.356,4.3805
2.6849,1.135
-0.8921,9.8711
0.7149,5.9463
-0.0097,7.716
-1.6956,11.8335
-1.0808,10.332
-3.1006,15.2649
-0.6697,9.3279
